Song1;Song2;rapSong1;rapSong2;cosine;jaccard;sor dice;over coe;jaro;Clustering


hessofine;menusong;1, hessofine.xml, pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb;2, menusong.xml, pbbbbbbbbbbbbbbbbbb0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b+2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b-2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b;0.5408037338326486;0.3609341825902335;0.5304212168486739;0.6589147286821705;0.6362204371294534;1

nearyou;sanfranciscobrewingad;1, nearyou.xml, bpb-1bpb+3bb-2b-1b-1bbbb-2b+1bbb0bb0b-1b+2bb-1b-1b-1bbbb-3b+1bbb0bbbb-1b+1b+2b+2b+1bbbb+4b-2b-1b+3b-2bbbb-5b+2b+2b+1b+2bb-1b+1b+2b-2b-4b-1b-2bb+5b-1b+3bb-2b-1b-1bbbb-2b+1bbb0bb0b-1b+2bb-1b-1b-1bbbb-3b+1bbb;2, sanfranciscobrewingad.xml, bb+3bb0bb+2bb+3b-3b+3b0bb-2b-3b-4b+4bbbbpb+3b+2b-2b+3b-1b-2b-2b+2bb+2bb-14bb+4bb0bb+3bb+5b+2b-2b-3b0b-2b-2b-3b-2bb+12bb0bb-2b-1bpbbbbbb-5bb+5bb0b;0.7678241826331914;0.6163265306122448;0.7626262626262627;0.8628571428571429;0.7208475184945774;1

mysweetlord;nearyou;1, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;2, nearyou.xml, bpb-1bpb+3bb-2b-1b-1bbbb-2b+1bbb0bb0b-1b+2bb-1b-1b-1bbbb-3b+1bbb0bbbb-1b+1b+2b+2b+1bbbb+4b-2b-1b+3b-2bbbb-5b+2b+2b+1b+2bb-1b+1b+2b-2b-4b-1b-2bb+5b-1b+3bb-2b-1b-1bbbb-2b+1bbb0bb0b-1b+2bb-1b-1b-1bbbb-3b+1bbb;0.7826171130132957;0.6425855513307985;0.7824074074074074;0.8009478672985783;0.7546262005741751;1

menusong;mysweetlord;1, menusong.xml, pbbbbbbbbbbbbbbbbbb0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b+2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b-2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.5657477697364389;0.3916913946587537;0.5628997867803838;0.6255924170616114;0.6459217746322427;1

does_anybody;motheranddad;1, does_anybody.xml, bbbbpbbbb-3bb+1b+1b+1b+2bb-2b-1bb+1bpb+9bbbb-4bbbb0bbbb-5b+1bb+1b+2bbbb-2bbbb-1bbbb+1bbbb+5bbbbbbbb0bbbbpbbb+2b-4bbbbbb+2bb-3bbbbbb+1bb-3bb+2b-4bb+2b-4bbbbbbbbpbb-1bb+1bb+1bb+1bb+1b+3bb-2b-2bb+2bpb-5bbbbbbbb0bbbb+3bbbb-3bb+1b+1bb+1b+2bb-2bpb-1bb+1bpb+9bbbb-4bbbb0bbb-5b+1bb+1bpb+2bbb-2b-1bb+1b+5bbbbpb-6bbbb+1bbbbbbbb0bbbbpbbbb+3bbb+2b-3bbb+1b-3bb+2b-4bbb+2bpb-4bbbb+6bbbb0bbbbbbbb0bb+1b-3bbb+2b-4bbb+2b-4b+2bpb-3bbbb+5bbbb0bbbbbb-2bb-3bb+1b+1bb+1b+2bb-2b-1bbb+1bpb+9bbbb-4bbbbbbbb-1bb+1bb+4bbbb-2bbbb+3bbbb-1bbbb-4bbbbbbbb0bbbb-5bbbb+5bbbbbbbb0bbbbpbbbb;2, motheranddad.xml, b+1bpbb+1bb-2bb-1bb-1bb-1bbb-1b+1bbbbbb0bbbb+3b+1b+1bb-2bb-3bb-4bb+4bb+5bb-2bbbbbb0bbbb0b-1b-1bb-1bbb-1b+1bbbb+3b-1b-1bbbb-1bb+5bbbb-5b0b0bb-2bb-2bb-1bb-3bb+1bb+5bbbbbb0bbbb+2b+1b+2bb-2bb-1bb-4bb+2bbb+2b-2bbbbbb0bbbb+2b+1b+2bb-2bb-1bb+1bb-8bb+3bb+4bbbbbb0bbbbpbb;0.6841982230907687;0.4742268041237113;0.6433566433566433;0.9752650176678446;0.7145569382564313;1

does_anybody;motheranddad;1, does_anybody.xml, bbbbpbbbb-3bb+1b+1b+1b+2bb-2b-1bb+1bpb+9bbbb-4bbbb0bbbb-5b+1bb+1b+2bbbb-2bbbb-1bbbb+1bbbb+5bbbbbbbb0bbbbpbbb+2b-4bbbbbb+2bb-3bbbbbb+1bb-3bb+2b-4bb+2b-4bbbbbbbbpbb-1bb+1bb+1bb+1bb+1b+3bb-2b-2bb+2bpb-5bbbbbbbb0bbbb+3bbbb-3bb+1b+1bb+1b+2bb-2bpb-1bb+1bpb+9bbbb-4bbbb0bbb-5b+1bb+1bpb+2bbb-2b-1bb+1b+5bbbbpb-6bbbb+1bbbbbbbb0bbbbpbbbb+3bbb+2b-3bbb+1b-3bb+2b-4bbb+2bpb-4bbbb+6bbbb0bbbbbbbb0bb+1b-3bbb+2b-4bbb+2b-4b+2bpb-3bbbb+5bbbb0bbbbbb-2bb-3bb+1b+1bb+1b+2bb-2b-1bbb+1bpb+9bbbb-4bbbbbbbb-1bb+1bb+4bbbb-2bbbb+3bbbb-1bbbb-4bbbbbbbb0bbbb-5bbbb+5bbbbbbbb0bbbbpbbbb;2, motheranddad.xml, b+1bpbb+1bb-2bb-1bb-1bb-1bbb-1b+1bbbbbb0bbbb+3b+1b+1bb-2bb-3bb-4bb+4bb+5bb-2bbbbbb0bbbb0b-1b-1bb-1bbb-1b+1bbbb+3b-1b-1bbbb-1bb+5bbbb-5b0b0bb-2bb-2bb-1bb-3bb+1bb+5bbbbbb0bbbb+2b+1b+2bb-2bb-1bb-4bb+2bbb+2b-2bbbbbb0bbbb+2b+1b+2bb-2bb-1bb+1bb-8bb+3bb+4bbbbbb0bbbbpbb;0.6841982230907687;0.4742268041237113;0.6433566433566433;0.9752650176678446;0.7145569382564313;1




mysweetlord;nearyou;1, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;2, nearyou.xml, bpb-1bpb+3bb-2b-1b-1bbbb-2b+1bbb0bb0b-1b+2bb-1b-1b-1bbbb-3b+1bbb0bbbb-1b+1b+2b+2b+1bbbb+4b-2b-1b+3b-2bbbb-5b+2b+2b+1b+2bb-1b+1b+2b-2b-4b-1b-2bb+5b-1b+3bb-2b-1b-1bbbb-2b+1bbb0bb0b-1b+2bb-1b-1b-1bbbb-3b+1bbb;0.7826171130132957;0.6425855513307985;0.7824074074074074;0.8009478672985783;0.7546262005741751;1

menusong;mysweetlord;1, menusong.xml, pbbbbbbbbbbbbbbbbbb0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b+2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b-2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.5657477697364389;0.3916913946587537;0.5628997867803838;0.6255924170616114;0.6459217746322427;1



does_anybody;motheranddad;1, does_anybody.xml, bbbbpbbbb-3bb+1b+1b+1b+2bb-2b-1bb+1bpb+9bbbb-4bbbb0bbbb-5b+1bb+1b+2bbbb-2bbbb-1bbbb+1bbbb+5bbbbbbbb0bbbbpbbb+2b-4bbbbbb+2bb-3bbbbbb+1bb-3bb+2b-4bb+2b-4bbbbbbbbpbb-1bb+1bb+1bb+1bb+1b+3bb-2b-2bb+2bpb-5bbbbbbbb0bbbb+3bbbb-3bb+1b+1bb+1b+2bb-2bpb-1bb+1bpb+9bbbb-4bbbb0bbb-5b+1bb+1bpb+2bbb-2b-1bb+1b+5bbbbpb-6bbbb+1bbbbbbbb0bbbbpbbbb+3bbb+2b-3bbb+1b-3bb+2b-4bbb+2bpb-4bbbb+6bbbb0bbbbbbbb0bb+1b-3bbb+2b-4bbb+2b-4b+2bpb-3bbbb+5bbbb0bbbbbb-2bb-3bb+1b+1bb+1b+2bb-2b-1bbb+1bpb+9bbbb-4bbbbbbbb-1bb+1bb+4bbbb-2bbbb+3bbbb-1bbbb-4bbbbbbbb0bbbb-5bbbb+5bbbbbbbb0bbbbpbbbb;2, motheranddad.xml, b+1bpbb+1bb-2bb-1bb-1bb-1bbb-1b+1bbbbbb0bbbb+3b+1b+1bb-2bb-3bb-4bb+4bb+5bb-2bbbbbb0bbbb0b-1b-1bb-1bbb-1b+1bbbb+3b-1b-1bbbb-1bb+5bbbb-5b0b0bb-2bb-2bb-1bb-3bb+1bb+5bbbbbb0bbbb+2b+1b+2bb-2bb-1bb-4bb+2bbb+2b-2bbbbbb0bbbb+2b+1b+2bb-2bb-1bb+1bb-8bb+3bb+4bbbbbb0bbbbpbb;0.6841982230907687;0.4742268041237113;0.6433566433566433;0.9752650176678446;0.7145569382564313;1


does_anybody;motheranddad;1, does_anybody.xml, bbbbpbbbb-3bb+1b+1b+1b+2bb-2b-1bb+1bpb+9bbbb-4bbbb0bbbb-5b+1bb+1b+2bbbb-2bbbb-1bbbb+1bbbb+5bbbbbbbb0bbbbpbbb+2b-4bbbbbb+2bb-3bbbbbb+1bb-3bb+2b-4bb+2b-4bbbbbbbbpbb-1bb+1bb+1bb+1bb+1b+3bb-2b-2bb+2bpb-5bbbbbbbb0bbbb+3bbbb-3bb+1b+1bb+1b+2bb-2bpb-1bb+1bpb+9bbbb-4bbbb0bbb-5b+1bb+1bpb+2bbb-2b-1bb+1b+5bbbbpb-6bbbb+1bbbbbbbb0bbbbpbbbb+3bbb+2b-3bbb+1b-3bb+2b-4bbb+2bpb-4bbbb+6bbbb0bbbbbbbb0bb+1b-3bbb+2b-4bbb+2b-4b+2bpb-3bbbb+5bbbb0bbbbbb-2bb-3bb+1b+1bb+1b+2bb-2b-1bbb+1bpb+9bbbb-4bbbbbbbb-1bb+1bb+4bbbb-2bbbb+3bbbb-1bbbb-4bbbbbbbb0bbbb-5bbbb+5bbbbbbbb0bbbbpbbbb;2, motheranddad.xml, b+1bpbb+1bb-2bb-1bb-1bb-1bbb-1b+1bbbbbb0bbbb+3b+1b+1bb-2bb-3bb-4bb+4bb+5bb-2bbbbbb0bbbb0b-1b-1bb-1bbb-1b+1bbbb+3b-1b-1bbbb-1bb+5bbbb-5b0b0bb-2bb-2bb-1bb-3bb+1bb+5bbbbbb0bbbb+2b+1b+2bb-2bb-1bb-4bb+2bbb+2b-2bbbbbb0bbbb+2b+1b+2bb-2bb-1bb+1bb-8bb+3bb+4bbbbbb0bbbbpbb;0.6841982230907687;0.4742268041237113;0.6433566433566433;0.9752650176678446;0.7145569382564313;1







menusong;mysweetlord;1, menusong.xml, pbbbbbbbbbbbbbbbbbb0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b+2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b-2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.5657477697364389;0.3916913946587537;0.5628997867803838;0.6255924170616114;0.6459217746322427;1



menusong;mysweetlord;1, menusong.xml, pbbbbbbbbbbbbbbbbbb0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b+2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b-2b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.5657477697364389;0.3916913946587537;0.5628997867803838;0.6255924170616114;0.6459217746322427;1


hessofine;motheranddad;1, hessofine.xml, pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb;2, motheranddad.xml, b+1bpbb+1bb-2bb-1bb-1bb-1bbb-1b+1bbbbbb0bbbb+3b+1b+1bb-2bb-3bb-4bb+4bb+5bb-2bbbbbb0bbbb0b-1b-1bb-1bbb-1b+1bbbb+3b-1b-1bbbb-1bb+5bbbb-5b0b0bb-2bb-2bb-1bb-3bb+1bb+5bbbbbb0bbbb+2b+1b+2bb-2bb-1bb-4bb+2bbb+2b-2bbbbbb0bbbb+2b+1b+2bb-2bb-1bb+1bb-8bb+3bb+4bbbbbb0bbbbpbb;0.762396891215117;0.6048192771084338;0.7537537537537538;0.8869257950530035;0.751808561943108;1



motheranddad;mysweetlord;1, motheranddad.xml, b+1bpbb+1bb-2bb-1bb-1bb-1bbb-1b+1bbbbbb0bbbb+3b+1b+1bb-2bb-3bb-4bb+4bb+5bb-2bbbbbb0bbbb0b-1b-1bb-1bbb-1b+1bbbb+3b-1b-1bbbb-1bb+5bbbb-5b0b0bb-2bb-2bb-1bb-3bb+1bb+5bbbbbb0bbbb+2b+1b+2bb-2bb-1bb-4bb+2bbb+2b-2bbbbbb0bbbb+2b+1b+2bb-2bb-1bb+1bb-8bb+3bb+4bbbbbb0bbbbpbb;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.7243339159930915;0.5583596214511041;0.7165991902834008;0.8388625592417062;0.7027906839883166;1
















hessofine;mysweetlord;1, hessofine.xml, pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.7105763597744426;0.5153061224489796;0.6801346801346801;0.957345971563981;0.7193428139665959;1
hessofine;mysweetlord;1, hessofine.xml, pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.7105763597744426;0.5153061224489796;0.6801346801346801;0.957345971563981;0.7193428139665959;1
hessofine;mysweetlord;1, hessofine.xml, pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb;2, mysweetlord.xml, pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b;0.7105763597744426;0.5153061224489796;0.6801346801346801;0.957345971563981;0.7193428139665959;1
