Song1;Song2;rapSong1;rapSong2;cosine;jaccard;sor dice;over coe;jaro;Clustering
gumtree;downunder;b0b0b0b+2bb0b0b-2bb-3bb+3bb-3bb+12b0b0b0b+1bb0b0b-1bb-4bb+4bb-4bb0bbbb-3b+2b+1b-3b-2bbbb-3b+1b+2b-2b-1bb-4bb0bb0bb0bbbbbbbb;pbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-2bb-2bb-1b-1b-1b-1b-1bbbb+4bbbb+3bbbbpbbbbbbbb+2bbbb-2bb-2bb-1b-1b-1b-1b-1bbbbpbbbbbbbbbbbbbbbb+9bb0bb0bb0bb+1bbbb0bb0bb-1bbbb-4bbbb+4bbbb-4bbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb+4bbbb-2bb-2bb-1b-1b-1b-1b-1bbbbpbbbbbbbbbbbbbbbb+12bb0bb0bb0bb+2bbbb0bb0bb-2bbbb-3bbbb+3bbbb-3bbbb0bbbb-2bb-2bb-1b-1b-1b-1b-1bbbbpbbbbbbbbbbbbbbbb+9bb0bb0bb0bb+1bbbb0bb0bb-1bbbb-4bbbb+4bbbb-4bbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-3b+1b+1b0bpbbbb+13bb-1bb0bbbbbbbbbbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-14bb0bb0bb0bb+3bbbb+4bbbb-2bbbbbb-2bb-1bbbb-2bbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb+12b-2b-2b-1b-2b-2b+2b+2b+3b+2b-2b-2b+6bb-2bb0bbbbbbbbbbbbbbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-12bb0bb0bb0bb+3bbbb+4bbbb-2bbbbbb-2bb-1bbbb-2bbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb+12b-2b-2b-1bpbbbb-2b-2b+2b+2bpbbbb+3b+2b-2b-2b+6b-2b0bbbbbbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-12bb0bb0bb0bb+3bbbb+4bbbb-2bbbbbb-2bb-1bbbb-2bbbb+7bbbb-2bb-3bb0b-1b-1b-1b0bpbbbbbbbbbbbbbbbb+8bbbb-2bb-2bb-1b-1b-1b-1b-1bbbbpbbbbbbbb+9bb0bb0bb0bb+1bbbb0bb0bb-1bbbb-4bbbb+4bbbb-4bbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb+7bb+1bb+1bpb+1b+1b+1bb-1bbbb0bbbbbbbbbbbbbbbbpbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb-4b+2bpb-2b+2bpbb-2b+2bpbb-2b+2bpbb-2b+2b-2b+2b-2b+2b-2b+2bpbb-2b+2b-2b+2b-2b+2b-2b+2b;0.313311993749003;0.09816440542697526;0.17877906976744187;1.0;0.580146942730401;0
blessees;janine;pbbbbbbbbbbb+1b+2bbbbbbbbbb+2bb-5bbbbbbbbbb+1bb-3bbbbbbbbbb+2b+1b-3bbbbbbbbbb+2b+1b;pbbbbbbbbbbb+1b+2bbbbbbbbbb+2bb-5bbbbbbbbbb+1bb-3bbbbbbbbbb+2b+1b-3bbbbbbbbbb+2b+1b;1;1;1;1;1;1
reich;niveau;pbbb+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpb+5bpb-2bpb-1bpb-2bpbbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpb+5bpb-2bpb-1bpb-2bpbbb0b+2b+1b-1b-2b0bbb0b+2b+1b-1b-2b0bbb0b+2b+1b-1b-2b0b+5bb-2bb-1bb-2b0bbb0b+2b+1b-1b-2b0bbb0b+2b+1b-1b-2b0bbb0b+2b+1b-1b-2b0b+5bb-2bb-1bb-2b0b;pbbb+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2b-2b+7bb-2bb-1bb-2bbpbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2b-2b+7bb+2bb-4bb-1bbpbb-2b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2b-2b+7bb-2bb-1bb-2bbpbb0b+2b+1b-1b-2bpbbb0b+2b+1b-1b-2bpb+10b0b0b0b0b0b0b0b0bb-7b-3bbbb;0.9669133407672446;0.9358108108108109;0.9668411867364747;0.9787985865724381;0.8913477341772021;0
light_myLife;lady_divine_pt1;pbpbb+3bb-3b+5bb-5b+3bb-3b+5bb-5b+3bb+2b+2bb+1bpb-7bbbbb0bpb+4bb-4bpb+6bb-6b+4bb-4b+6bb-6bpb+4bb+2b+1bb-1b0bpbpb0bpb+3bb-3b+5bb-5b+3bb-3b+5bb-5b+3bb+2b+1bb-1b+4bbbbb0b+2bb-2b-2bb-1b+3bb-2b-3bb-4bb-1bb-2b+6bb-6bpb+5bbbbbb-3bb+3bb+4bb-2bbbb-5bb+3bb+3bbbbbbbbpbb-3bb+3bb+4bb-2bbbb-5bb-4bbbbbbbbbbpbb-3bb+3bb+7bb-1bbbbbb-9bb+3bb+6bb-2bbbb0bb-2bbbb-5bb+5bbbb-4bb+1bb+4bbbbbbbbpbb-3bb+3bb+4bb-2bbbb-5bb+3bb+3bbbbbbbbpbb-3bb+3bb+3bb-1bb0bb-2bb-4bbbbbbbbbbpbb-3bb+2bb+1bb+11bbbb-2bb-2bb-8bb+3b0bpb+4bbbb+8bbbbpbb0bb+2bbbbpbb-3bbbb0bb-4bbbbbb0bbbbpbb;b-5b+2b+2bb-2b-8bbb+1bbb+9b-4b+2b+2bb-4b-3bbb+1bbpb+7b-5b+2b+2bb-2b;0.3519158023985551;0.12384473197781885;0.22039473684210525;1.0;0.5736887862691378;0
light_myLife;lady_divine_pt2;pbpbb+3bb-3b+5bb-5b+3bb-3b+5bb-5b+3bb+2b+2bb+1bpb-7bbbbb0bpb+4bb-4bpb+6bb-6b+4bb-4b+6bb-6bpb+4bb+2b+1bb-1b0bpbpb0bpb+3bb-3b+5bb-5b+3bb-3b+5bb-5b+3bb+2b+1bb-1b+4bbbbb0b+2bb-2b-2bb-1b+3bb-2b-3bb-4bb-1bb-2b+6bb-6bpb+5bbbbbb-3bb+3bb+4bb-2bbbb-5bb+3bb+3bbbbbbbbpbb-3bb+3bb+4bb-2bbbb-5bb-4bbbbbbbbbbpbb-3bb+3bb+7bb-1bbbbbb-9bb+3bb+6bb-2bbbb0bb-2bbbb-5bb+5bbbb-4bb+1bb+4bbbbbbbbpbb-3bb+3bb+4bb-2bbbb-5bb+3bb+3bbbbbbbbpbb-3bb+3bb+3bb-1bb0bb-2bb-4bbbbbbbbbbpbb-3bb+2bb+1bb+11bbbb-2bb-2bb-8bb+3b0bpb+4bbbb+8bbbbpbb0bb+2bbbbpbb-3bbbb0bb-4bbbbbb0bbbbpbb;bbbbbb-7bbbbbb+5bb0bb0bb0bb-1bb-9bb+5bbbbbb-2bb0bpb+2bbpbb-1bbpbb+1bb-2bbpbb0b+2b+7bbbbbb-2bbbb-1bb-1bbpbb-1bb-6bb+1bbpb+5b-4bbbbbb0bbbb0bb-1bbpbb+1bb-4bbpbb+1b+3b+7bbbbbb-1bbbb-2bb-2bbpbb+4bb-2bb+2bbpb-4b;0.6125684209379904;0.3763837638376384;0.546916890080429;0.9951219512195122;0.6784318410651758;1
light_myLife;lady_divine_pt3;pbpbb+3bb-3b+5bb-5b+3bb-3b+5bb-5b+3bb+2b+2bb+1bpb-7bbbbb0bpb+4bb-4bpb+6bb-6b+4bb-4b+6bb-6bpb+4bb+2b+1bb-1b0bpbpb0bpb+3bb-3b+5bb-5b+3bb-3b+5bb-5b+3bb+2b+1bb-1b+4bbbbb0b+2bb-2b-2bb-1b+3bb-2b-3bb-4bb-1bb-2b+6bb-6bpb+5bbbbbb-3bb+3bb+4bb-2bbbb-5bb+3bb+3bbbbbbbbpbb-3bb+3bb+4bb-2bbbb-5bb-4bbbbbbbbbbpbb-3bb+3bb+7bb-1bbbbbb-9bb+3bb+6bb-2bbbb0bb-2bbbb-5bb+5bbbb-4bb+1bb+4bbbbbbbbpbb-3bb+3bb+4bb-2bbbb-5bb+3bb+3bbbbbbbbpbb-3bb+3bb+3bb-1bb0bb-2bb-4bbbbbbbbbbpbb-3bb+2bb+1bb+11bbbb-2bb-2bb-8bb+3b0bpb+4bbbb+8bbbbpbb0bb+2bbbbpbb-3bbbb0bb-4bbbbbb0bbbbpbb;bbbb0bbbb+3bb-1bbpbb+1bb-2bbpbb0b+2b+7bbbbbb-2bbbb0bb+2bbbb-2bb+4bbbb-2bb-5bbbbbb0bbbb0bb-1bbbb+1bb+7bbbb-2bb-3bb+1bb-8bb+7bb-2bb-5bb+1bbbb+2bb+2bb+2bb+5bb-4bbbbbbpbb-5bb+5bbbbbb0bbbbbb;0.5816119568938197;0.33948339483394835;0.5068870523415978;0.9945945945945946;0.6792780599150103;0
confessing;starlight;bb+5bb-1bb-6bb-1bb+6bb-1bb-5bb+3bbb-2b-1bbb-1b+1bbbb0bbbpb+3bb+5bb-1bb-6bb-1bb+6bb-1bb-5bb+3bbb-2b-1bb+3bb+5bbbb0b-8b+1b+1b+1bb+7bb-2bb-5bb+1bbbb+1bbbb0bb+3bb-1bb0bb-2bbbb0bbbpb-2bb+5bb-1bb-6bb-1bb+6bb-1bb-5bb+3bbb-2b-1bb+3bb+5bbbb0bbbpb;bb+5bb-1bb-5bb-1bb+5b0b-1b0b-5bb+3b-2b+2b-2b-1bb-1bb+1bbbb0bpb+3bb+5bb-1bb-5bb-1bb+5bb-1bb-5bb;0.6297812894758303;0.39662447257383965;0.56797583081571;1.0;0.6960379447586558;0
o_gladsome;o_light;b0b0b0bb-2b+2b-2b-2bb-1b+3b0b-2b+2b+2bb0b0b0b-2bb+2b-2b-2bb0b0bb0bb+2bbb+2b+1bb-1b-2b+2bb+1bb+2bb-3bb-2bb-2bb-1bbb0b-2bb+2b0b+1bb0b0b+5bb0b0b-1bbbpb;b0b0b0bb-2b+2b-2b-2bb-1b+3b0b-2b+2b+2bb0bb0b-2bb+2b-2b-2bb-1b+1bb0bb+2bbb+2b+1bb-1b-2b+2bb+1bb+2bb-3b0b-2bb-2bb-1bb0bb-2bb+2b0b+1bbb0b+5b0b0bb-1bbbpb0bbbpb0b0b0b0b0bb-1b0b+1bb-5bb+1bb+2bb+2bbbpb+3bbb0b0bb-2bbpbbbb;0.8335680420644579;0.6948356807511737;0.8199445983379502;1.0;0.8036839656557966;1
lady_love;word_warning;bb-2bb-1bb-3bb+1bbb+3b+7bbbbbb-1bbbbbb-2bb-2bb-3bb-5bb+1bbb+4b+7bbbbbb-2bbbbbb-2bb-2bb-4bb+1bbbbbb+9bb-2bb-6bb+1bbbbbb+10bb-2bb-1bb-2bbb0b+2b+1b+4bbbbbb-2bbb-2b-1b-2b-2bb-2bb-1bb-3bb+1bbb+3b+7bbbbbb-1bbbbbb;bpb0bbbb0bbpb-1b-3bb+1bb+3bb+4bb0bb+3bb0bb-3b+3b-1bbbb0bbpb-7b0bbbb0bbpb-2b-3bb+1bb+4bb+3bb+4bb0bb-4bb+4bb-2bbbbbbbbpbb0bb+3bb-3bb-5bb0bbbb-2bb+5bbb0b0bbbb0bbbb0bbpb0b+2bbbb-5bb0bb0bbbb+5bb+2b+1b0bbbb0bbpb-1b0bbbb0bbpb-6b0bbbb0bbpb-1b-3bb+1bb+3bb+4bb+3bb0bb-3bb+3bb-1bbbb0bbpb-7b0bbbb0bbpb0b-5bb+1bb+4bb+3bbpbb+3bb0bb-6b+6b-1bbbbbbbb;0.7216158724220312;0.54;0.7012987012987013;0.9174757281553398;0.7313460015725388;0
whisper;wishing_song;bbbb-1bbbb-7bb+3bbbbbb+4bb0bb-2bbbb+2bb-2bbbbbb-5bb+3bb0bbbb0bb0bb-2bbbb-1bb+1bbbbbbbbpbbbb0bbbbpbb0b0b+7bb-3bbbb-4bb+7bbbbbb0bb-1bb-4bbbb-3bb+7bbbbbb-7bb+5bbbbbb0bb0bb+2bbbb+1bb;bbbbpbbbb+5bbbbbbbb-1bb+1bb-1bbbbbbbb-7bb+3bb+4bbbbbbbb-2bb+2bb-2bbbbbbbb-6bb+1bb+3bbbb0bbbbbb0bb0bbbb-2bbbb-1bbbb+1bbbbbbbbbbbb0bbbbbbbb-1bb+1bb+9bbbbbbbb-2bb+2bb-2bbbbbbbb-8bb+1bb+7bbbbbbbb-1bb+1bb-1bbbbbbbb-10bbb+1b+7bbbb0bbbbbb-7bb+6bbbb0bbbbbb-6bb;0.7932297795381029;0.6412213740458015;0.7813953488372093;0.9438202247191011;0.7888130907793829;1
