0,0,0,0,0,0,3,19,27,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,27,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,27,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,20,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,21,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
0,0,0,0,0,0,3,19,26,6,2
0,0,0,0,2,21,28,0,0,0,0
