0,0,0,2,0,4,15,10,21,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,21,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,21,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,16,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,17,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
0,0,6,36,6,3,0,0,0,0,0
0,0,0,2,0,4,15,10,20,3,2
